MasterBedroom-5863,train
SecondBedroom-7177,train
Bedroom-54672,train
SecondBedroom-54641,val
Bedroom-43072,train
MasterBedroom-18030,train
SecondBedroom-17954,train
SecondBedroom-17992,train
MasterBedroom-282636,val
SecondBedroom-282617,train
Bedroom-7177,train
MasterBedroom-5863,train
SecondBedroom-6353,train
MasterBedroom-7594,train
SecondBedroom-12951,val
Bedroom-11927,train
MasterBedroom-6776,train
Bedroom-9216,val
Bedroom-1573,train
Bedroom-42763,train
MasterBedroom-1812,train
SecondBedroom-201,train
SecondBedroom-27399,train
Bedroom-2729,train
Bedroom-4406,train
MasterBedroom-199689,train
SecondBedroom-199664,train
MasterBedroom-33088,train
SecondBedroom-301919,train
SecondBedroom-33125,train
Bedroom-7995,train
MasterBedroom-36811,train
Bedroom-7050,train
SecondBedroom-19183,val
MasterBedroom-19148,train
Bedroom-518,train
SecondBedroom-608,val
MasterBedroom-820,test
Bedroom-65400,train
MasterBedroom-63852,test
MasterBedroom-46277,train
SecondBedroom-46220,test
Bedroom-74542,train
MasterBedroom-66708,train
MasterBedroom-2414,train
MasterBedroom-649,train
Bedroom-88021,train
Bedroom-83832,test
Bedroom-83361,train
SecondBedroom-6249,train
MasterBedroom-6296,train
MasterBedroom-19988,train
SecondBedroom-20210,train
SecondBedroom-15597,train
MasterBedroom-15559,train
MasterBedroom-10670,train
MasterBedroom-29563,val
SecondBedroom-24706,train
SecondBedroom-29519,val
SecondBedroom-373,val
MasterBedroom-323,train
Bedroom-4457,train
Bedroom-34416,train
Bedroom-34479,train
Bedroom-30358,train
Bedroom-29486,train
MasterBedroom-535,train
SecondBedroom-3516,train
SecondBedroom-33375,train
MasterBedroom-33296,train
MasterBedroom-45114,train
SecondBedroom-45058,train
SecondBedroom-45033,train
MasterBedroom-19250,val
MasterBedroom-3171,train
SecondBedroom-39284,train
Bedroom-8756,val
Bedroom-8715,train
Bedroom-3450,train
Bedroom-20286,val
Bedroom-20324,test
MasterBedroom-8348,train
MasterBedroom-32031,train
Bedroom-32003,train
Bedroom-1361,train
Bedroom-2358,train
Bedroom-39690,train
Bedroom-5998,train
SecondBedroom-11958,test
MasterBedroom-11917,train
Bedroom-1440,train
Bedroom-2872,train
MasterBedroom-73093,test
Bedroom-44231,val
Bedroom-6150,train
Bedroom-7308,val
MasterBedroom-34423,val
MasterBedroom-44349,train
SecondBedroom-43096,train
SecondBedroom-37482,train
MasterBedroom-37718,train
MasterBedroom-63162,val
SecondBedroom-59463,val
SecondBedroom-13789,val
MasterBedroom-14163,train
MasterBedroom-13462,train
Bedroom-7814,test
Bedroom-27236,train
SecondBedroom-86351,val
MasterBedroom-87405,train
Bedroom-11659,train
Bedroom-20202,train
MasterBedroom-31984,train
SecondBedroom-32499,train
MasterBedroom-12592,train
Bedroom-118,train
Bedroom-228,train
MasterBedroom-8515,train
SecondBedroom-7932,train
SecondBedroom-48848,train
Bedroom-73085,train
SecondBedroom-6295,train
MasterBedroom-1422,train
MasterBedroom-49696,train
SecondBedroom-51128,train
MasterBedroom-25712,train
Bedroom-30283,train
Bedroom-3064,train
MasterBedroom-12507,train
Bedroom-96082,train
MasterBedroom-6210,train
SecondBedroom-17020,train
SecondBedroom-40617,val
MasterBedroom-40642,train
MasterBedroom-18203,train
SecondBedroom-3239,val
MasterBedroom-1402,train
Bedroom-19444,train
Bedroom-5526,train
Bedroom-1348,train
Bedroom-451,train
Bedroom-108,train
Bedroom-46909,train
MasterBedroom-25520,train
Bedroom-8445,test
Bedroom-9816,train
Bedroom-9835,train
MasterBedroom-4445,train
SecondBedroom-3137,train
MasterBedroom-11941,train
MasterBedroom-21103,train
SecondBedroom-21072,train
MasterBedroom-836,train
MasterBedroom-114213,train
SecondBedroom-114025,train
SecondBedroom-114156,train
MasterBedroom-771,train
Bedroom-265794,val
MasterBedroom-24911,train
Bedroom-51493,train
MasterBedroom-35489,train
SecondBedroom-35591,train
MasterBedroom-49318,train
Bedroom-8073,train
Bedroom-8010,train
Bedroom-7070,train
MasterBedroom-20523,train
MasterBedroom-5025,val
MasterBedroom-164735,train
SecondBedroom-11377,train
MasterBedroom-13291,train
SecondBedroom-17779,train
Bedroom-12574,train
Bedroom-12612,val
MasterBedroom-228873,train
SecondBedroom-227625,train
Bedroom-2344,train
Bedroom-1403,val
MasterBedroom-56783,train
SecondBedroom-56717,train
Bedroom-24730,train
MasterBedroom-50863,train
SecondBedroom-56912,train
MasterBedroom-89243,train
SecondBedroom-88841,train
SecondBedroom-20,val
MasterBedroom-131,train
MasterBedroom-8393,train
MasterBedroom-1742,train
SecondBedroom-1727,train
Bedroom-9779,train
Bedroom-28677,train
MasterBedroom-12175,train
SecondBedroom-12080,train
Bedroom-9167,train
Bedroom-7126,train
MasterBedroom-58703,train
MasterBedroom-16400,train
MasterBedroom-108890,train
SecondBedroom-108747,train
MasterBedroom-108912,val
MasterBedroom-30521,train
Bedroom-6645,train
MasterBedroom-9404,train
SecondBedroom-7473,train
Bedroom-108466,train
MasterBedroom-7504,train
MasterBedroom-7520,train
SecondBedroom-44725,train
MasterBedroom-44703,train
SecondBedroom-39915,val
MasterBedroom-34344,val
MasterBedroom-79935,val
Bedroom-518,train
SecondBedroom-15353,train
MasterBedroom-15274,train
MasterBedroom-276626,val
SecondBedroom-275283,val
MasterBedroom-33146,val
SecondBedroom-33284,train
MasterBedroom-9866,train
SecondBedroom-92853,train
MasterBedroom-5798,train
SecondBedroom-2302,train
MasterBedroom-1166,train
MasterBedroom-22892,train
SecondBedroom-22517,train
MasterBedroom-8787,val
SecondBedroom-15023,train
MasterBedroom-12180,train
SecondBedroom-14908,train
SecondBedroom-30034,train
MasterBedroom-30062,train
MasterBedroom-4593,train
MasterBedroom-7524,train
SecondBedroom-11628,train
MasterBedroom-11574,train
Bedroom-5315,train
Bedroom-5403,train
MasterBedroom-18220,train
SecondBedroom-18201,train
Bedroom-65928,train
Bedroom-60102,train
Bedroom-62070,train
MasterBedroom-333,train
MasterBedroom-21641,train
SecondBedroom-47822,train
MasterBedroom-49244,train
MasterBedroom-3195,train
SecondBedroom-4060,train
Bedroom-4850,train
Bedroom-19090,val
MasterBedroom-17936,val
Bedroom-296984,train
MasterBedroom-20538,train
SecondBedroom-5150,train
MasterBedroom-5249,train
SecondBedroom-18829,train
MasterBedroom-18791,train
SecondBedroom-18750,val
MasterBedroom-27512,train
SecondBedroom-26789,train
Bedroom-27402,train
Bedroom-28100,test
Bedroom-213480,train
MasterBedroom-200348,test
SecondBedroom-6462,val
SecondBedroom-3150,val
MasterBedroom-6424,train
MasterBedroom-20523,train
Bedroom-20944,train
Bedroom-11565,train
Bedroom-7331,train
MasterBedroom-1514,train
SecondBedroom-2168,train
Bedroom-5443,train
SecondBedroom-29324,train
MasterBedroom-29214,train
Bedroom-8474,train
Bedroom-9406,train
MasterBedroom-10013,train
MasterBedroom-7164,train
MasterBedroom-193484,train
SecondBedroom-27509,train
MasterBedroom-26526,train
MasterBedroom-13931,train
MasterBedroom-12970,val
SecondBedroom-13758,train
MasterBedroom-1495,test
SecondBedroom-2470,train
SecondBedroom-19440,val
SecondBedroom-19493,val
MasterBedroom-17047,test
Bedroom-42974,train
MasterBedroom-16651,train
Bedroom-1381,train
SecondBedroom-59800,train
Bedroom-57748,train
Bedroom-10310,train
Bedroom-10348,val
MasterBedroom-29010,train
Bedroom-797,train
MasterBedroom-14156,train
SecondBedroom-14115,train
MasterBedroom-173119,test
MasterBedroom-54007,train
SecondBedroom-5145,train
MasterBedroom-24339,train
SecondBedroom-22634,train
MasterBedroom-6295,train
MasterBedroom-4533,train
SecondBedroom-2295,train
Bedroom-2364,train
Bedroom-68029,train
Bedroom-72527,train
Bedroom-77232,train
Bedroom-80398,train
Bedroom-76697,train
MasterBedroom-43954,val
SecondBedroom-43866,train
MasterBedroom-159368,train
MasterBedroom-4499,val
SecondBedroom-3825,train
MasterBedroom-11772,train
SecondBedroom-8514,train
SecondBedroom-8897,train
Bedroom-12257,train
MasterBedroom-15795,train
SecondBedroom-179292,train
MasterBedroom-54235,train
MasterBedroom-15985,test
SecondBedroom-8463,train
Bedroom-76,test
SecondBedroom-69838,test
MasterBedroom-69724,test
MasterBedroom-42,train
Bedroom-243,train
MasterBedroom-7618,train
MasterBedroom-1197,train
SecondBedroom-12367,train
MasterBedroom-25411,train
SecondBedroom-16875,train
SecondBedroom-21984,train
MasterBedroom-21876,train
MasterBedroom-106703,train
SecondBedroom-264,train
MasterBedroom-556,test
Bedroom-17603,val
SecondBedroom-21061,train
Bedroom-353,train
MasterBedroom-97223,train
SecondBedroom-110019,train
MasterBedroom-19102,train
Bedroom-16315,val
MasterBedroom-3195,train
Bedroom-747,train
MasterBedroom-20014,train
SecondBedroom-23111,train
MasterBedroom-21200,train
SecondBedroom-19241,train
Bedroom-26428,val
Bedroom-7168,train
Bedroom-7143,train
MasterBedroom-26903,train
SecondBedroom-26872,train
SecondBedroom-4383,train
SecondBedroom-4367,train
MasterBedroom-13516,val
MasterBedroom-38270,train
SecondBedroom-38289,train
MasterBedroom-28472,train
MasterBedroom-132970,train
SecondBedroom-26881,train
MasterBedroom-26777,val
SecondBedroom-23557,train
MasterBedroom-27795,train
MasterBedroom-16502,test
Bedroom-855,train
Bedroom-75036,train
MasterBedroom-18030,train
SecondBedroom-18046,train
MasterBedroom-36533,val
SecondBedroom-31355,train
MasterBedroom-31276,train
SecondBedroom-28118,train
SecondBedroom-27997,train
MasterBedroom-28090,train
SecondBedroom-18403,train
MasterBedroom-18145,val
MasterBedroom-30572,train
SecondBedroom-28782,train
MasterBedroom-8333,train
SecondBedroom-2896,train
MasterBedroom-6116,train
SecondBedroom-6135,val
Bedroom-7168,train
Bedroom-7143,train
MasterBedroom-44689,train
SecondBedroom-11279,val
MasterBedroom-11263,test
SecondBedroom-25214,val
MasterBedroom-25379,val
SecondBedroom-39603,train
MasterBedroom-40236,train
MasterBedroom-4936,train
Bedroom-23937,train
SecondBedroom-37261,train
MasterBedroom-36282,test
SecondBedroom-14421,val
MasterBedroom-18093,test
MasterBedroom-13872,val
MasterBedroom-99,train
SecondBedroom-195,train
SecondBedroom-394,train
MasterBedroom-79904,val
MasterBedroom-11202,train
Bedroom-9047,val
SecondBedroom-11322,train
MasterBedroom-11218,train
MasterBedroom-14958,train
Bedroom-144208,val
SecondBedroom-24539,train
SecondBedroom-41297,train
Bedroom-13204,train
SecondBedroom-9342,val
MasterBedroom-9364,train
Bedroom-4012,val
Bedroom-2422,val
Bedroom-70996,val
Bedroom-72976,train
Bedroom-3669,train
Bedroom-527,train
MasterBedroom-2888,train
SecondBedroom-60495,train
MasterBedroom-16845,train
Bedroom-16446,train
Bedroom-16399,train
MasterBedroom-4593,train
MasterBedroom-81302,train
SecondBedroom-26881,train
MasterBedroom-29735,val
MasterBedroom-24539,train
SecondBedroom-41297,train
Bedroom-515,train
Bedroom-90564,train
Bedroom-81043,train
Bedroom-86824,train
Bedroom-123453,val
MasterBedroom-2485,train
Bedroom-7929,train
MasterBedroom-8583,test
SecondBedroom-5159,train
SecondBedroom-18509,train
MasterBedroom-18487,val
Bedroom-664,train
Bedroom-9202,train
MasterBedroom-9164,val
SecondBedroom-95029,test
MasterBedroom-95857,train
SecondBedroom-5834,train
MasterBedroom-4555,train
SecondBedroom-11769,test
SecondBedroom-10636,test
SecondBedroom-70989,train
MasterBedroom-71103,train
MasterBedroom-9694,val
SecondBedroom-6923,train
MasterBedroom-4017,val
MasterBedroom-257118,train
SecondBedroom-71965,test
MasterBedroom-72713,train
MasterBedroom-12988,train
Bedroom-11398,test
Bedroom-8450,train
Bedroom-9787,val
Bedroom-9879,train
SecondBedroom-4254,train
Bedroom-3280,train
Bedroom-40012,train
MasterBedroom-3532,train
SecondBedroom-8019,test
Bedroom-36404,train
Bedroom-36373,train
Bedroom-29955,val
MasterBedroom-57384,train
SecondBedroom-62406,train
SecondBedroom-146844,val
MasterBedroom-146810,test
MasterBedroom-7222,train
SecondBedroom-7326,train
SecondBedroom-7166,train
SecondBedroom-6482,train
MasterBedroom-9688,train
MasterBedroom-26187,train
SecondBedroom-26156,train
SecondBedroom-10839,train
MasterBedroom-12595,train
Bedroom-7837,train
Bedroom-7722,train
Bedroom-2487,train
Bedroom-112,test
MasterBedroom-42241,train
SecondBedroom-42059,train
SecondBedroom-51334,train
MasterBedroom-51236,train
SecondBedroom-16274,train
MasterBedroom-15924,train
MasterBedroom-394,train
SecondBedroom-913,train
Bedroom-7773,val
SecondBedroom-18851,train
MasterBedroom-17957,train
MasterBedroom-11202,train
SecondBedroom-11167,val
MasterBedroom-1063,train
Bedroom-88021,train
SecondBedroom-5509,train
MasterBedroom-5110,train
Bedroom-7722,train
Bedroom-7837,train
Bedroom-2487,train
Bedroom-7542,train
MasterBedroom-12177,train
SecondBedroom-12155,train
SecondBedroom-23858,train
MasterBedroom-29021,train
MasterBedroom-1688,train
Bedroom-1411,test
MasterBedroom-7263,train
MasterBedroom-24539,train
SecondBedroom-41297,train
Bedroom-15502,train
Bedroom-20526,test
Bedroom-20618,train
MasterBedroom-95193,train
Bedroom-9661,train
Bedroom-6754,train
Bedroom-5728,train
SecondBedroom-21442,val
MasterBedroom-21392,train
Bedroom-367,train
Bedroom-422,train
MasterBedroom-11658,val
SecondBedroom-10372,test
Bedroom-4843,train
Bedroom-3632,train
SecondBedroom-14900,train
MasterBedroom-17288,train
MasterBedroom-742,train
SecondBedroom-404,train
Bedroom-130501,train
SecondBedroom-8377,train
MasterBedroom-4035,train
SecondBedroom-1007,train
MasterBedroom-1699,val
Bedroom-626,train
Bedroom-997,train
MasterBedroom-116722,train
SecondBedroom-116650,train
MasterBedroom-1056,train
SecondBedroom-763,train
MasterBedroom-23928,val
SecondBedroom-23875,test
SecondBedroom-34440,val
MasterBedroom-33922,train
MasterBedroom-3280,train
Bedroom-6376,train
SecondBedroom-1314,test
MasterBedroom-575,train
MasterBedroom-18590,train
Bedroom-23648,train
Bedroom-23802,train
SecondBedroom-27981,train
MasterBedroom-31896,test
MasterBedroom-33088,train
SecondBedroom-301919,train
MasterBedroom-46685,val
SecondBedroom-46764,val
Bedroom-21560,train
MasterBedroom-21582,train
Bedroom-50142,train
Bedroom-2930,train
Bedroom-27822,test
Bedroom-57460,train
Bedroom-713,train
Bedroom-9812,train
MasterBedroom-27127,val
SecondBedroom-27180,train
MasterBedroom-244,train
MasterBedroom-1091,train
Bedroom-886,val
Bedroom-727,test
MasterBedroom-13713,train
MasterBedroom-1812,train
Bedroom-2213,val
Bedroom-22435,train
MasterBedroom-22516,train
MasterBedroom-67062,train
Bedroom-12936,train
SecondBedroom-17251,train
MasterBedroom-9364,train
MasterBedroom-27414,train
SecondBedroom-27327,train
SecondBedroom-7359,test
MasterBedroom-4867,train
MasterBedroom-16791,val
Bedroom-30225,train
Bedroom-30440,train
MasterBedroom-26014,val
Bedroom-8780,train
Bedroom-8852,train
Bedroom-8905,val
Bedroom-49598,train
Bedroom-51667,train
SecondBedroom-10811,train
MasterBedroom-8482,train
MasterBedroom-311937,train
SecondBedroom-675858,val
SecondBedroom-675666,train
MasterBedroom-675641,train
SecondBedroom-45271,val
MasterBedroom-45353,val
Bedroom-899,train
Bedroom-639,test
SecondBedroom-6069,train
MasterBedroom-6134,val
MasterBedroom-57401,train
Bedroom-515,train
MasterBedroom-10236,train
SecondBedroom-10798,train
SecondBedroom-8341,train
MasterBedroom-6493,train
SecondBedroom-9451,train
SecondBedroom-1167,train
MasterBedroom-5778,train
MasterBedroom-1895,train
MasterBedroom-3768,train
SecondBedroom-2966,train
Bedroom-23959,train
Bedroom-22136,train
Bedroom-24002,train
Bedroom-21185,train
Bedroom-21295,train
SecondBedroom-13008,train
MasterBedroom-12986,train
Bedroom-20752,train
Bedroom-20629,train
Bedroom-20799,val
SecondBedroom-20214,train
SecondBedroom-38999,train
MasterBedroom-44235,train
MasterBedroom-18113,val
SecondBedroom-18135,train
Bedroom-29839,test
MasterBedroom-3202,train
SecondBedroom-10232,train
SecondBedroom-6123,train
Bedroom-7783,train
MasterBedroom-9160,train
SecondBedroom-5672,train
SecondBedroom-1621,train
MasterBedroom-5493,train
MasterBedroom-34361,train
MasterBedroom-617,train
SecondBedroom-392,train
SecondBedroom-670,train
MasterBedroom-529,train
Bedroom-2175,train
Bedroom-55261,val
MasterBedroom-21795,train
SecondBedroom-135677,train
MasterBedroom-135740,train
MasterBedroom-38385,train
MasterBedroom-5359,val
Bedroom-4622,train
SecondBedroom-20139,train
MasterBedroom-20189,val
MasterBedroom-18841,train
SecondBedroom-18788,train
MasterBedroom-75552,train
SecondBedroom-75571,train
Bedroom-254,train
Bedroom-189,train
MasterBedroom-13557,val
MasterBedroom-20170,train
Bedroom-20119,train
Bedroom-12498,train
Bedroom-12514,train
SecondBedroom-56702,train
MasterBedroom-49133,train
MasterBedroom-9815,train
SecondBedroom-12435,train
SecondBedroom-19119,train
MasterBedroom-25404,train
MasterBedroom-441,val
SecondBedroom-1118,train
Bedroom-15802,val
Bedroom-14497,train
MasterBedroom-28990,train
SecondBedroom-44116,train
MasterBedroom-48603,val
Bedroom-2914,train
Bedroom-2719,train
MasterBedroom-29275,train
SecondBedroom-3784,test
MasterBedroom-1801,val
MasterBedroom-144596,train
Bedroom-246523,train
SecondBedroom-7470,train
SecondBedroom-7601,train
MasterBedroom-7526,train
SecondBedroom-15118,val
MasterBedroom-23191,test
Bedroom-176,val
MasterBedroom-11633,val
MasterBedroom-26618,train
SecondBedroom-26564,train
SecondBedroom-5988,train
MasterBedroom-5789,val
SecondBedroom-5954,train
MasterBedroom-67961,train
Bedroom-14736,train
Bedroom-14771,train
Bedroom-18014,train
Bedroom-15975,test
Bedroom-5666,train
Bedroom-1811,train
Bedroom-5056,train
MasterBedroom-110156,train
SecondBedroom-110053,train
MasterBedroom-13027,val
SecondBedroom-12980,train
MasterBedroom-89620,train
MasterBedroom-89598,val
SecondBedroom-89538,train
SecondBedroom-68353,val
MasterBedroom-68607,val
MasterBedroom-32143,train
SecondBedroom-11132,val
MasterBedroom-10994,train
MasterBedroom-8341,test
SecondBedroom-5571,train
MasterBedroom-2458,val
Bedroom-3173,val
SecondBedroom-3228,train
Bedroom-4026,val
Bedroom-6105,train
MasterBedroom-13136,val
SecondBedroom-13092,train
MasterBedroom-9345,train
MasterBedroom-240350,train
SecondBedroom-239862,train
Bedroom-8043,val
Bedroom-11764,train
Bedroom-11817,train
MasterBedroom-34310,train
SecondBedroom-38244,val
SecondBedroom-38260,train
SecondBedroom-15564,train
MasterBedroom-21883,train
SecondBedroom-20738,train
MasterBedroom-17296,test
Bedroom-1540,train
Bedroom-143,val
Bedroom-430,val
SecondBedroom-224930,val
MasterBedroom-225003,test
SecondBedroom-16186,train
MasterBedroom-20015,train
Bedroom-27118,train
Bedroom-20906,train
Bedroom-26910,train
Bedroom-27059,train
MasterBedroom-22066,train
SecondBedroom-11540,val
MasterBedroom-8118,train
MasterBedroom-20523,train
MasterBedroom-4155,train
SecondBedroom-92853,train
MasterBedroom-5798,train
Bedroom-515,train
Bedroom-34223,train
Bedroom-34147,val
Bedroom-34109,train
SecondBedroom-323219,train
MasterBedroom-323368,train
SecondBedroom-8010,train
MasterBedroom-8388,train
SecondBedroom-10031,train
MasterBedroom-2592,val
SecondBedroom-5767,train
SecondBedroom-7947,train
MasterBedroom-5297,val
Bedroom-28472,train
Bedroom-228,train
SecondBedroom-5469,val
Bedroom-15319,train
Bedroom-15054,train
SecondBedroom-8991,train
MasterBedroom-17513,train
MasterBedroom-52171,train
SecondBedroom-55969,val
MasterBedroom-15083,train
SecondBedroom-335,train
MasterBedroom-2063,train
MasterBedroom-16944,train
SecondBedroom-11462,train
MasterBedroom-32615,train
MasterBedroom-6332,train
Bedroom-79365,train
MasterBedroom-14645,train
SecondBedroom-9346,train
MasterBedroom-442,train
Bedroom-2373,train
MasterBedroom-9217,train
SecondBedroom-9255,train
MasterBedroom-1758,train
Bedroom-20709,train
MasterBedroom-20687,val
Bedroom-464,train
Bedroom-6628,train
Bedroom-4714,train
MasterBedroom-4385,train
SecondBedroom-6182,train
MasterBedroom-67861,train
SecondBedroom-67931,train
SecondBedroom-1782,train
MasterBedroom-1167,train
MasterBedroom-12579,val
MasterBedroom-33893,train
Bedroom-33921,train
Bedroom-234,train
Bedroom-61,train
SecondBedroom-38613,val
MasterBedroom-38594,train
Bedroom-9204,train
MasterBedroom-18415,val
MasterBedroom-74290,test
SecondBedroom-73426,train
MasterBedroom-77600,train
SecondBedroom-73546,train
MasterBedroom-1348,val
MasterBedroom-1543,val
MasterBedroom-34701,train
SecondBedroom-19482,train
SecondBedroom-10293,train
MasterBedroom-5895,train
MasterBedroom-32473,train
Bedroom-1104949,train
Bedroom-2007,train
Bedroom-600,val
SecondBedroom-7637,train
Bedroom-144341,val
Bedroom-142430,train
SecondBedroom-57502,train
MasterBedroom-57483,train
Bedroom-393,train
Bedroom-193,train
Bedroom-255,val
MasterBedroom-221672,train
Bedroom-218744,train
Bedroom-18657,train
SecondBedroom-19165,train
MasterBedroom-2743,train
SecondBedroom-941,train
MasterBedroom-22479,train
SecondBedroom-22652,train
Bedroom-1237,train
Bedroom-2079,test
SecondBedroom-1145,train
MasterBedroom-1549,train
MasterBedroom-36995,val
SecondBedroom-36964,train
Bedroom-518,train
Bedroom-21840,train
SecondBedroom-86380,train
MasterBedroom-13164,train
Bedroom-13095,train
Bedroom-13117,train
Bedroom-7391,val
Bedroom-7501,train
MasterBedroom-3824,val
Bedroom-27213,train
Bedroom-69271,val
SecondBedroom-217457,train
SecondBedroom-217432,train
MasterBedroom-217576,train
SecondBedroom-2787,train
SecondBedroom-420,train
MasterBedroom-3508,train
MasterBedroom-20523,train
Bedroom-123797,train
Bedroom-123212,train
MasterBedroom-43302,train
SecondBedroom-43359,train
Bedroom-43406,val
SecondBedroom-44145,train
MasterBedroom-52359,train
SecondBedroom-52426,val
SecondBedroom-52410,train
MasterBedroom-3916,train
SecondBedroom-4625,train
SecondBedroom-2486,val
MasterBedroom-8331,train
SecondBedroom-34058,train
MasterBedroom-29842,train
Bedroom-251,val
Bedroom-362,train
Bedroom-3620,train
MasterBedroom-3544,train
MasterBedroom-2472,train
SecondBedroom-3171,train
MasterBedroom-229349,train
SecondBedroom-227500,train
MasterBedroom-6528,test
SecondBedroom-2498,train
MasterBedroom-352,val
SecondBedroom-407,train
MasterBedroom-736,train
Bedroom-62344,train
Bedroom-62056,train
Bedroom-60530,test
Bedroom-87322,train
Bedroom-91706,train
SecondBedroom-334,train
MasterBedroom-398,train
MasterBedroom-17694,train
Bedroom-12973,train
MasterBedroom-6654,train
MasterBedroom-4319,train
SecondBedroom-1005,test
Bedroom-7177,train
MasterBedroom-5863,train
SecondBedroom-11396,train
MasterBedroom-11355,test
MasterBedroom-9046,train
SecondBedroom-9093,train
MasterBedroom-8118,train
MasterBedroom-15089,train
SecondBedroom-23262,train
MasterBedroom-5413,test
SecondBedroom-4782,train
Bedroom-11360,train
SecondBedroom-4397,train
Bedroom-2829,train
Bedroom-7057,train
Bedroom-9962,train
Bedroom-4278,train
MasterBedroom-59375,train
SecondBedroom-59406,train
MasterBedroom-16741,train
SecondBedroom-16901,train
SecondBedroom-32294,val
MasterBedroom-28078,train
MasterBedroom-5425,train
SecondBedroom-9996,train
SecondBedroom-7119,train
Bedroom-91438,test
MasterBedroom-1328,test
SecondBedroom-1313,train
Bedroom-31329,val
Bedroom-31405,train
Bedroom-20233,train
Bedroom-22264,train
Bedroom-11548,val
Bedroom-11504,val
Bedroom-11529,train
MasterBedroom-15454,val
MasterBedroom-6712,train
MasterBedroom-25841,train
MasterBedroom-70891,val
SecondBedroom-70961,val
Bedroom-7177,train
MasterBedroom-5863,train
MasterBedroom-21397,train
SecondBedroom-543,train
Bedroom-455,train
MasterBedroom-664,train
SecondBedroom-27606,train
MasterBedroom-29310,train
Bedroom-187995,train
Bedroom-51785,train
Bedroom-51807,train
MasterBedroom-23690,train
SecondBedroom-23753,train
MasterBedroom-8750,train
SecondBedroom-8873,train
MasterBedroom-475,train
SecondBedroom-86,train
SecondBedroom-49949,train
MasterBedroom-49878,train
Bedroom-150201,train
Bedroom-150220,train
MasterBedroom-88093,train
Bedroom-59127,test
Bedroom-57639,train
MasterBedroom-5846,train
SecondBedroom-5921,train
MasterBedroom-4123,train
MasterBedroom-213277,train
SecondBedroom-21470,train
MasterBedroom-21432,train
MasterBedroom-23597,val
MasterBedroom-23622,train
MasterBedroom-12180,train
SecondBedroom-14908,train
MasterBedroom-208117,train
SecondBedroom-118968,train
MasterBedroom-23712,train
SecondBedroom-11877,val
Bedroom-70462,val
Bedroom-68718,val
MasterBedroom-7138,train
SecondBedroom-7218,train
SecondBedroom-35821,train
MasterBedroom-28429,train
Bedroom-13828,train
MasterBedroom-7197,train
SecondBedroom-7546,val
Bedroom-515,train
MasterBedroom-4864,val
MasterBedroom-809,train
SecondBedroom-11996,test
SecondBedroom-10829,test
MasterBedroom-10840,train
MasterBedroom-11757,train
MasterBedroom-15388,val
MasterBedroom-5621,train
Bedroom-34440,train
MasterBedroom-10667,train
SecondBedroom-37176,train
Bedroom-88208,test
Bedroom-88273,train
Bedroom-88317,train
Bedroom-13315,val
MasterBedroom-3667,train
SecondBedroom-103441,train
SecondBedroom-7576,train
MasterBedroom-24780,test
SecondBedroom-24808,test
Bedroom-13645,train
MasterBedroom-27019,val
SecondBedroom-26860,val
SecondBedroom-26925,test
MasterBedroom-13813,train
SecondBedroom-13838,train
Bedroom-1205,train
MasterBedroom-13874,val
MasterBedroom-1339,train
MasterBedroom-12778,train
Bedroom-14839,train
Bedroom-14970,train
Bedroom-14877,train
Bedroom-14989,train
SecondBedroom-11828,train
MasterBedroom-14637,train
MasterBedroom-20647,test
SecondBedroom-20716,test
MasterBedroom-7015,train
Bedroom-5024,train
MasterBedroom-16433,train
SecondBedroom-13196,val
MasterBedroom-18383,train
SecondBedroom-18500,train
SecondBedroom-18352,train
MasterBedroom-15527,train
SecondBedroom-19504,train
MasterBedroom-18673,train
MasterBedroom-1170,train
SecondBedroom-555,train
MasterBedroom-12178,train
SecondBedroom-14122,val
MasterBedroom-31517,train
SecondBedroom-27838,train
